Plane_Angle,V_angle,V_mag
0.0,59.231,3.422
0.0,59.524,5.2
0.0,59.73,4.629
0.0,60.0,2.057
0.0,60.0,4.057
0.0,60.0,4.311
0.0,60.286,4.343
0.0,60.667,3.771
0.0,60.909,1.486
0.0,60.909,2.978
0.0,61.2,3.2
0.0,61.282,4.914
0.0,61.429,5.2
0.0,61.429,3.486
0.0,61.892,4.629
0.0,62.0,2.629
0.0,62.0,5.2
0.0,62.174,2.914
0.0,62.5,4.057
0.0,62.571,4.343
0.0,63.333,3.771
0.0,63.333,3.867
0.0,63.333,4.914
0.0,63.333,5.2
0.0,63.333,1.2
0.0,63.333,2.343
0.0,63.333,2.533
0.0,63.333,4.756
0.0,64.054,4.629
0.0,64.286,3.486
0.0,64.4,3.2
0.0,64.857,4.343
0.0,65.0,2.057
0.0,65.0,4.057
0.0,65.0,4.311
0.0,65.238,5.2
0.0,65.385,1.771
0.0,65.385,3.422
0.0,65.385,4.914
0.0,65.652,2.914
0.0,66.0,2.629
0.0,66.0,3.771
0.0,66.0,5.2
0.0,66.216,4.629
0.0,67.143,2.089
0.0,67.143,3.486
0.0,67.143,4.343
0.0,67.143,5.2
0.0,67.436,4.914
0.0,67.5,4.057
0.0,67.6,3.2
0.0,67.778,2.343
0.0,67.778,4.756
0.0,68.182,1.486
0.0,68.182,2.978
0.0,68.378,4.629
0.0,68.667,3.771
0.0,68.667,3.867
0.0,69.048,5.2
0.0,69.13,2.914
0.0,69.429,4.343
0.0,69.487,4.914
0.0,70.0,1.2
0.0,70.0,2.057
0.0,70.0,2.629
0.0,70.0,3.486
0.0,70.0,4.057
0.0,70.0,4.311
0.0,70.0,5.2
0.0,70.541,4.629
0.0,70.8,3.2
0.0,70.952,5.2
0.0,71.333,3.771
0.0,71.538,4.914
0.0,71.538,1.771
0.0,71.538,3.422
0.0,71.714,4.343
0.0,72.222,1.2
0.0,72.222,2.343
0.0,72.222,2.533
0.0,72.222,4.756
0.0,72.5,4.057
0.0,72.609,2.914
0.0,72.703,4.629
0.0,72.857,3.486
0.0,72.857,5.2
0.0,73.59,4.914
0.0,74.0,1.644
0.0,74.0,2.629
0.0,74.0,3.2
0.0,74.0,3.771
0.0,74.0,3.867
0.0,74.0,4.343
0.0,74.0,5.2
0.0,74.762,5.2
0.0,74.865,4.629
0.0,75.0,2.057
0.0,75.0,4.057
0.0,75.0,4.311
0.0,75.455,1.486
0.0,75.455,2.978
0.0,75.641,4.914
0.0,75.714,3.486
0.0,76.087,2.914
0.0,76.286,4.343
0.0,76.667,3.771
0.0,76.667,5.2
0.0,76.667,2.343
0.0,76.667,4.756
0.0,77.027,4.629
0.0,77.2,3.2
0.0,77.5,4.057
0.0,77.692,4.914
0.0,77.692,1.771
0.0,77.692,3.422
0.0,78.0,2.629
0.0,78.0,5.2
0.0,78.571,2.089
0.0,78.571,3.486
0.0,78.571,4.343
0.0,78.571,5.2
0.0,79.189,4.629
0.0,79.333,3.771
0.0,79.333,3.867
0.0,79.565,2.914
0.0,79.744,4.914
0.0,80.0,2.057
0.0,80.0,4.057
0.0,80.0,4.311
0.0,80.4,3.2
0.0,80.476,5.2
0.0,80.857,4.343
0.0,81.111,1.2
0.0,81.111,2.343
0.0,81.111,2.533
0.0,81.111,4.756
0.0,81.351,4.629
0.0,81.429,3.486
0.0,81.795,4.914
0.0,82.0,2.629
0.0,82.0,3.771
0.0,82.0,5.2
0.0,82.381,5.2
0.0,82.5,4.057
0.0,82.727,1.486
0.0,82.727,2.978
0.0,83.043,2.914
0.0,83.143,4.343
0.0,83.514,4.629
0.0,83.6,3.2
0.0,83.846,4.914
0.0,83.846,1.771
0.0,83.846,3.422
0.0,84.286,5.2
0.0,84.286,3.486
0.0,84.667,3.771
0.0,84.667,3.867
0.0,85.0,2.057
0.0,85.0,4.057
0.0,85.0,4.311
0.0,85.429,4.343
0.0,85.556,2.343
0.0,85.556,4.756
0.0,85.676,4.629
0.0,85.897,4.914
0.0,86.0,2.629
0.0,86.0,5.2
0.0,86.19,5.2
0.0,86.522,2.914
0.0,86.8,3.2
0.0,87.143,3.486
0.0,87.333,3.771
0.0,87.5,4.057
0.0,87.714,4.343
0.0,87.838,4.629
0.0,87.949,4.914
0.0,88.095,5.2
0.0,90.0,1.2
0.0,90.0,1.2
0.0,90.0,1.486
0.0,90.0,1.644
0.0,90.0,1.771
0.0,90.0,2.057
0.0,90.0,2.089
0.0,90.0,2.343
0.0,90.0,2.533
0.0,90.0,2.629
0.0,90.0,2.914
0.0,90.0,2.978
0.0,90.0,3.2
0.0,90.0,3.422
0.0,90.0,3.486
0.0,90.0,3.771
0.0,90.0,3.867
0.0,90.0,4.057
0.0,90.0,4.311
0.0,90.0,4.343
0.0,90.0,4.629
0.0,90.0,4.756
0.0,90.0,4.914
0.0,90.0,5.2
0.0,90.0,5.2
45.0,-34.615,3.422
45.0,-32.727,2.978
45.0,-31.5,5.2
45.0,-30.0,2.533
45.0,-30.0,4.756
45.0,-28.125,4.311
45.0,-27.0,3.867
45.0,-25.714,2.089
45.0,-24.75,5.2
45.0,-24.231,3.422
45.0,-22.5,4.756
45.0,-20.455,2.978
45.0,-19.688,4.311
45.0,-18.0,1.644
45.0,-18.0,3.867
45.0,-18.0,5.2
45.0,-15.0,2.533
45.0,-15.0,4.756
45.0,-13.846,3.422
45.0,-11.25,1.2
45.0,-11.25,4.311
45.0,-11.25,5.2
45.0,-9.0,3.867
45.0,-8.182,2.978
45.0,-7.5,4.756
45.0,-6.429,2.089
45.0,-4.5,5.2
45.0,-3.462,3.422
45.0,-2.812,4.311
45.0,0.0,1.2
45.0,0.0,1.486
45.0,0.0,1.771
45.0,0.0,2.057
45.0,0.0,2.343
45.0,0.0,2.533
45.0,0.0,2.629
45.0,0.0,2.914
45.0,0.0,3.2
45.0,0.0,3.486
45.0,0.0,3.771
45.0,0.0,3.867
45.0,0.0,4.057
45.0,0.0,4.343
45.0,0.0,4.629
45.0,0.0,4.756
45.0,0.0,4.914
45.0,0.0,5.2
45.0,2.143,5.2
45.0,2.25,5.2
45.0,2.308,4.914
45.0,2.432,4.629
45.0,2.571,4.343
45.0,2.812,4.057
45.0,3.0,3.771
45.0,3.214,3.486
45.0,3.6,3.2
45.0,3.913,2.914
45.0,4.091,2.978
45.0,4.286,5.2
45.0,4.5,2.629
45.0,4.615,4.914
45.0,4.865,4.629
45.0,5.0,2.343
45.0,5.143,4.343
45.0,5.625,2.057
45.0,5.625,4.057
45.0,5.625,4.311
45.0,6.0,3.771
45.0,6.429,3.486
45.0,6.429,5.2
45.0,6.923,4.914
45.0,6.923,1.771
45.0,6.923,3.422
45.0,7.2,3.2
45.0,7.297,4.629
45.0,7.5,4.756
45.0,7.714,4.343
45.0,7.826,2.914
45.0,8.182,1.486
45.0,8.438,4.057
45.0,8.571,5.2
45.0,9.0,1.644
45.0,9.0,2.629
45.0,9.0,3.771
45.0,9.0,3.867
45.0,9.0,5.2
45.0,9.231,4.914
45.0,9.643,3.486
45.0,9.73,4.629
45.0,10.0,1.2
45.0,10.0,2.343
45.0,10.286,4.343
45.0,10.714,5.2
45.0,10.8,3.2
45.0,11.25,2.057
45.0,11.25,4.057
45.0,11.538,4.914
45.0,11.739,2.914
45.0,12.0,3.771
45.0,12.162,4.629
45.0,12.857,2.089
45.0,12.857,3.486
45.0,12.857,4.343
45.0,12.857,5.2
45.0,13.5,2.629
45.0,13.846,4.914
45.0,13.846,1.771
45.0,14.062,4.057
45.0,14.062,4.311
45.0,14.4,3.2
45.0,14.595,4.629
45.0,15.0,2.343
45.0,15.0,2.533
45.0,15.0,3.771
45.0,15.0,4.756
45.0,15.0,5.2
45.0,15.429,4.343
45.0,15.652,2.914
45.0,15.75,5.2
45.0,16.071,3.486
45.0,16.154,4.914
45.0,16.364,1.486
45.0,16.364,2.978
45.0,16.875,2.057
45.0,16.875,4.057
45.0,17.027,4.629
45.0,17.143,5.2
45.0,17.308,3.422
45.0,18.0,2.629
45.0,18.0,3.2
45.0,18.0,3.771
45.0,18.0,3.867
45.0,18.0,4.343
45.0,18.462,4.914
45.0,19.286,3.486
45.0,19.286,5.2
45.0,19.459,4.629
45.0,19.565,2.914
45.0,19.688,4.057
45.0,20.0,1.2
45.0,20.0,2.343
45.0,20.571,4.343
45.0,20.769,4.914
45.0,20.769,1.771
45.0,21.0,3.771
45.0,21.429,5.2
45.0,21.6,3.2
45.0,21.892,4.629
45.0,22.5,1.2
45.0,22.5,2.057
45.0,22.5,2.629
45.0,22.5,3.486
45.0,22.5,4.057
45.0,22.5,4.311
45.0,22.5,4.756
45.0,22.5,5.2
45.0,23.077,4.914
45.0,23.143,4.343
45.0,23.478,2.914
45.0,23.571,5.2
45.0,24.0,3.771
45.0,24.324,4.629
45.0,24.545,1.486
45.0,25.0,2.343
45.0,25.2,3.2
45.0,25.312,4.057
45.0,25.385,4.914
45.0,25.714,3.486
45.0,25.714,4.343
45.0,25.714,5.2
45.0,26.757,4.629
45.0,27.0,2.629
45.0,27.0,3.771
45.0,27.0,3.867
45.0,27.391,2.914
45.0,27.692,4.914
45.0,27.692,1.771
45.0,27.692,3.422
45.0,27.857,5.2
45.0,28.125,2.057
45.0,28.125,4.057
45.0,28.286,4.343
45.0,28.636,2.978
45.0,28.8,3.2
45.0,28.929,3.486
45.0,29.189,4.629
45.0,29.25,5.2
45.0,30.0,4.914
45.0,30.0,1.2
45.0,30.0,2.343
45.0,30.0,2.533
45.0,30.0,3.771
45.0,30.0,4.756
45.0,30.0,5.2
45.0,30.857,4.343
45.0,30.938,4.057
45.0,30.938,4.311
45.0,31.304,2.914
45.0,31.5,2.629
45.0,31.622,4.629
45.0,32.143,2.089
45.0,32.143,5.2
45.0,32.143,3.486
45.0,32.308,4.914
45.0,32.4,3.2
45.0,32.727,1.486
45.0,33.0,3.771
45.0,33.429,4.343
45.0,33.75,2.057
45.0,33.75,4.057
45.0,34.054,4.629
45.0,34.286,5.2
45.0,34.615,1.771
45.0,34.615,4.914
45.0,35.0,2.343
45.0,35.217,2.914
45.0,35.357,3.486
45.0,36.0,1.644
45.0,36.0,2.629
45.0,36.0,3.2
45.0,36.0,3.771
45.0,36.0,3.867
45.0,36.0,4.343
45.0,36.0,5.2
45.0,36.429,5.2
45.0,36.486,4.629
45.0,36.562,4.057
45.0,36.923,4.914
45.0,37.5,4.756
45.0,38.077,3.422
45.0,38.571,3.486
45.0,38.571,5.2
45.0,38.571,4.343
45.0,38.919,4.629
45.0,39.0,3.771
45.0,39.13,2.914
45.0,39.231,4.914
45.0,39.375,2.057
45.0,39.375,4.057
45.0,39.375,4.311
45.0,39.6,3.2
45.0,40.0,1.2
45.0,40.0,2.343
45.0,40.5,2.629
45.0,40.714,5.2
45.0,40.909,1.486
45.0,40.909,2.978
45.0,41.143,4.343
45.0,41.351,4.629
45.0,41.538,4.914
45.0,41.538,1.771
45.0,41.786,3.486
45.0,42.0,3.771
45.0,42.188,4.057
45.0,42.75,5.2
45.0,42.857,5.2
45.0,43.043,2.914
45.0,43.2,3.2
45.0,43.714,4.343
45.0,43.784,4.629
45.0,43.846,4.914
45.0,45.0,2.057
45.0,45.0,2.343
45.0,45.0,2.533
45.0,45.0,2.629
45.0,45.0,3.486
45.0,45.0,3.771
45.0,45.0,3.867
45.0,45.0,4.057
45.0,45.0,4.756
45.0,45.0,5.2
45.0,46.154,4.914
45.0,46.216,4.629
45.0,46.286,4.343
45.0,46.8,3.2
45.0,46.957,2.914
45.0,47.143,5.2
45.0,47.812,4.057
45.0,47.812,4.311
45.0,48.0,3.771
45.0,48.214,3.486
45.0,48.462,4.914
45.0,48.462,1.771
45.0,48.462,3.422
45.0,48.649,4.629
45.0,48.857,4.343
45.0,49.091,1.486
45.0,49.286,5.2
45.0,49.5,2.629
45.0,49.5,5.2
45.0,50.0,1.2
45.0,50.0,2.343
45.0,50.4,3.2
45.0,50.625,2.057
45.0,50.625,4.057
45.0,50.769,4.914
45.0,50.87,2.914
45.0,51.0,3.771
45.0,51.081,4.629
45.0,51.429,2.089
45.0,51.429,3.486
45.0,51.429,4.343
45.0,51.429,5.2
45.0,52.5,4.756
45.0,53.077,4.914
45.0,53.182,2.978
45.0,53.438,4.057
45.0,53.514,4.629
45.0,53.571,5.2
45.0,54.0,2.629
45.0,54.0,3.2
45.0,54.0,3.771
45.0,54.0,3.867
45.0,54.0,4.343
45.0,54.643,3.486
45.0,54.783,2.914
45.0,55.0,2.343
45.0,55.385,4.914
45.0,55.385,1.771
45.0,55.714,5.2
45.0,55.946,4.629
45.0,56.25,1.2
45.0,56.25,2.057
45.0,56.25,4.057
45.0,56.25,4.311
45.0,56.25,5.2
45.0,56.571,4.343
45.0,57.0,3.771
45.0,57.273,1.486
45.0,57.6,3.2
45.0,57.692,4.914
45.0,57.857,5.2
45.0,57.857,3.486
45.0,58.378,4.629
45.0,58.5,2.629
45.0,58.696,2.914
45.0,58.846,3.422
45.0,59.062,4.057
45.0,59.143,4.343
45.0,60.0,4.914
45.0,60.0,1.2
45.0,60.0,2.343
45.0,60.0,2.533
45.0,60.0,3.771
45.0,60.0,4.756
45.0,60.0,5.2
45.0,60.811,4.629
45.0,61.071,3.486
45.0,61.2,3.2
45.0,61.714,4.343
45.0,61.875,2.057
45.0,61.875,4.057
45.0,62.143,5.2
45.0,62.308,4.914
45.0,62.308,1.771
45.0,62.609,2.914
45.0,63.0,1.644
45.0,63.0,2.629
45.0,63.0,3.771
45.0,63.0,3.867
45.0,63.0,5.2
45.0,63.243,4.629
45.0,64.286,5.2
45.0,64.286,3.486
45.0,64.286,4.343
45.0,64.615,4.914
45.0,64.688,4.057
45.0,64.688,4.311
45.0,64.8,3.2
45.0,65.0,2.343
45.0,65.455,1.486
45.0,65.455,2.978
45.0,65.676,4.629
45.0,66.0,3.771
45.0,66.429,5.2
45.0,66.522,2.914
45.0,66.857,4.343
45.0,66.923,4.914
45.0,67.5,2.057
45.0,67.5,2.629
45.0,67.5,3.486
45.0,67.5,4.057
45.0,67.5,4.756
45.0,68.108,4.629
45.0,68.4,3.2
45.0,68.571,5.2
45.0,69.0,3.771
45.0,69.231,1.771
45.0,69.231,4.914
45.0,69.231,3.422
45.0,69.429,4.343
45.0,69.75,5.2
45.0,70.0,1.2
45.0,70.0,2.343
45.0,70.312,4.057
45.0,70.435,2.914
45.0,70.541,4.629
45.0,70.714,2.089
45.0,70.714,5.2
45.0,70.714,3.486
45.0,71.538,4.914
45.0,72.0,2.629
45.0,72.0,3.2
45.0,72.0,3.771
45.0,72.0,3.867
45.0,72.0,4.343
45.0,72.857,5.2
45.0,72.973,4.629
45.0,73.125,2.057
45.0,73.125,4.057
45.0,73.125,4.311
45.0,73.636,1.486
45.0,73.846,4.914
45.0,73.929,3.486
45.0,74.348,2.914
45.0,74.571,4.343
45.0,75.0,2.343
45.0,75.0,2.533
45.0,75.0,3.771
45.0,75.0,4.756
45.0,75.0,5.2
45.0,75.405,4.629
45.0,75.6,3.2
45.0,75.938,4.057
45.0,76.154,4.914
45.0,76.154,1.771
45.0,76.5,2.629
45.0,76.5,5.2
45.0,77.143,3.486
45.0,77.143,5.2
45.0,77.143,4.343
45.0,77.727,2.978
45.0,77.838,4.629
45.0,78.0,3.771
45.0,78.261,2.914
45.0,78.462,4.914
45.0,78.75,2.057
45.0,78.75,4.057
45.0,79.2,3.2
45.0,79.286,5.2
45.0,79.615,3.422
45.0,79.714,4.343
45.0,80.0,1.2
45.0,80.0,2.343
45.0,80.27,4.629
45.0,80.357,3.486
45.0,80.769,4.914
45.0,81.0,2.629
45.0,81.0,3.771
45.0,81.0,3.867
45.0,81.429,5.2
45.0,81.562,4.057
45.0,81.562,4.311
45.0,81.818,1.486
45.0,82.174,2.914
45.0,82.286,4.343
45.0,82.5,4.756
45.0,82.703,4.629
45.0,82.8,3.2
45.0,83.077,4.914
45.0,83.077,1.771
45.0,83.25,5.2
45.0,83.571,3.486
45.0,83.571,5.2
45.0,84.0,3.771
45.0,84.375,2.057
45.0,84.375,4.057
45.0,84.857,4.343
45.0,85.0,2.343
45.0,85.135,4.629
45.0,85.385,4.914
45.0,85.5,2.629
45.0,85.714,5.2
45.0,86.087,2.914
45.0,86.4,3.2
45.0,86.786,3.486
45.0,87.0,3.771
45.0,87.188,4.057
45.0,87.429,4.343
45.0,87.568,4.629
45.0,87.692,4.914
45.0,87.857,5.2
45.0,90.0,1.2
45.0,90.0,1.2
45.0,90.0,1.486
45.0,90.0,1.644
45.0,90.0,1.771
45.0,90.0,2.057
45.0,90.0,2.089
45.0,90.0,2.343
45.0,90.0,2.533
45.0,90.0,2.629
45.0,90.0,2.914
45.0,90.0,2.978
45.0,90.0,3.2
45.0,90.0,3.422
45.0,90.0,3.486
45.0,90.0,3.771
45.0,90.0,3.867
45.0,90.0,4.057
45.0,90.0,4.311
45.0,90.0,4.343
45.0,90.0,4.629
45.0,90.0,4.756
45.0,90.0,4.914
45.0,90.0,5.2
45.0,90.0,5.2
90.0,-80.0,3.422
90.0,-78.75,2.978
90.0,-77.586,5.2
90.0,-76.154,2.533
90.0,-76.154,4.756
90.0,-75.0,4.311
90.0,-73.636,2.089
90.0,-72.857,3.867
90.0,-71.379,5.2
90.0,-70.0,3.422
90.0,-69.231,4.756
90.0,-67.5,1.644
90.0,-67.5,2.978
90.0,-67.5,4.311
90.0,-65.172,5.2
90.0,-64.286,3.867
90.0,-62.308,2.533
90.0,-62.308,4.756
90.0,-60.0,1.2
90.0,-60.0,3.422
90.0,-60.0,4.311
90.0,-58.966,5.2
90.0,-57.273,2.089
90.0,-56.25,2.978
90.0,-55.714,3.867
90.0,-55.385,4.756
90.0,-52.759,5.2
90.0,-52.5,4.311
90.0,-50.0,3.422
90.0,-48.462,2.533
90.0,-48.462,4.756
90.0,-47.143,3.867
90.0,-46.552,5.2
90.0,-45.0,1.644
90.0,-45.0,2.978
90.0,-45.0,4.311
90.0,-41.538,4.756
90.0,-40.909,2.089
90.0,-40.345,5.2
90.0,-40.0,3.422
90.0,-38.571,3.867
90.0,-37.5,4.311
90.0,-34.615,2.533
90.0,-34.615,4.756
90.0,-34.138,5.2
90.0,-33.75,2.978
90.0,-30.0,1.2
90.0,-30.0,3.422
90.0,-30.0,3.867
90.0,-30.0,4.311
90.0,-27.931,5.2
90.0,-27.692,4.756
90.0,-24.545,2.089
90.0,-22.5,1.644
90.0,-22.5,2.978
90.0,-22.5,4.311
90.0,-21.724,5.2
90.0,-21.429,3.867
90.0,-20.769,2.533
90.0,-20.769,4.756
90.0,-20.0,3.422
90.0,-15.517,5.2
90.0,-15.0,4.311
90.0,-13.846,4.756
90.0,-12.857,3.867
90.0,-11.25,2.978
90.0,-10.0,3.422
90.0,-9.31,5.2
90.0,-8.182,2.089
90.0,-7.5,4.311
90.0,-6.923,2.533
90.0,-6.923,4.756
90.0,-4.286,3.867
90.0,-3.103,5.2
90.0,0.0,1.2
90.0,0.0,1.2
90.0,0.0,1.486
90.0,0.0,1.644
90.0,0.0,1.771
90.0,0.0,2.057
90.0,0.0,2.343
90.0,0.0,2.629
90.0,0.0,2.914
90.0,0.0,2.978
90.0,0.0,3.2
90.0,0.0,3.422
90.0,0.0,3.486
90.0,0.0,3.771
90.0,0.0,4.057
90.0,0.0,4.311
90.0,0.0,4.343
90.0,0.0,4.629
90.0,0.0,4.756
90.0,0.0,4.914
90.0,0.0,5.2
90.0,2.143,5.2
90.0,2.308,4.914
90.0,2.432,4.629
90.0,2.571,4.343
90.0,2.812,4.057
90.0,3.0,3.771
90.0,3.103,5.2
90.0,3.214,3.486
90.0,3.6,3.2
90.0,3.913,2.914
90.0,4.286,3.867
90.0,4.286,5.2
90.0,4.5,2.629
90.0,4.615,4.914
90.0,4.865,4.629
90.0,5.0,2.343
90.0,5.143,4.343
90.0,5.625,2.057
90.0,5.625,4.057
90.0,6.0,3.771
90.0,6.429,3.486
90.0,6.429,5.2
90.0,6.923,4.914
90.0,6.923,1.771
90.0,6.923,2.533
90.0,6.923,4.756
90.0,7.2,3.2
90.0,7.297,4.629
90.0,7.5,4.311
90.0,7.714,4.343
90.0,7.826,2.914
90.0,8.182,1.486
